appid,name,release_date,categories,genres,steamspy_tags,positive_ratings,negative_ratings,median_playtime,reclassified_genre,game_type
302320,Storm over the Pacific,2014-06-13,Single-player;Multi-player;Co-op;Shared/Split Screen,Simulation;Strategy,Strategy;Simulation;World War II,12,13,0,Simulation,Multiplayer
223830,Xenonauts,2014-06-16,Single-player;Steam Trading Cards,Indie;Simulation;Strategy,Turn-Based Strategy;Strategy;Sci-fi,2497,337,880,Strategy,Singleplayer
263040,Bot Colony,2014-06-16,Single-player;Steam Trading Cards,Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Robots;Voice Control,67,28,0,Adventure,Singleplayer
266390,Farm for your Life,2014-06-16,Single-player;Steam Achievements,Casual;Indie;Simulation;Strategy,Simulation;Casual;Strategy,431,105,467,Strategy,Singleplayer
280040,A Wizard's Lizard,2014-06-16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG,Rogue-like;Indie;RPG,285,131,0,RPG,Singleplayer
285480,The Entente Gold,2014-06-16,Single-player;Steam Trading Cards,Strategy,Strategy;World War I;RTS,213,280,259,Strategy,Singleplayer
287780,Derrick the Deathfin,2014-06-16,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Indie,Indie;Underwater;Platformer,16,7,0,Indie,Singleplayer
298400,Knightmare Tower,2014-06-16,Single-player;Steam Achievements;Full controller support;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,388,28,427,Action,Singleplayer
301540,Rhythm Destruction,2014-06-16,Single-player;Partial Controller Support,Action;Casual;Indie,Indie;Action;Casual,60,68,299,Action,Singleplayer
303470,Rush for Glory,2014-06-16,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Strategy,Strategy;Tower Defense;Action,86,41,0,Action,Singleplayer
303790,Faery - Legends of Avalon,2014-06-16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,RPG;Fantasy;Turn-Based,369,141,1,RPG,Singleplayer
307090,Fancy Skulls,2014-06-16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie;Early Access,Early Access;Indie;Action,208,68,0,Action,Singleplayer
307640,Stick RPG 2: Director's Cut,2014-06-16,Single-player,RPG,RPG;Funny;Comedy,331,97,1911,RPG,Singleplayer
298280,XenoRaptor,2014-06-16,Single-player;Multi-player;Co-op;Full controller support;Steam Trading Cards,Action;Indie;Early Access,Early Access;Action;Indie,110,13,0,Action,Multiplayer
304150,Bloodbath,2014-06-16,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Action;Fighting,6,29,0,Action,Multiplayer
269250,WORLD END ECONOMiCA episode.01,2014-06-17,Single-player;Steam Trading Cards,Indie,Visual Novel;Anime;Indie,461,80,732,Indie,Singleplayer
292930,Black Mirror I,2014-06-17,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Mystery,468,135,3,Adventure,Singleplayer
299540,Heroes Rise: The Prodigy,2014-06-17,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG,Choose Your Own Adventure;RPG;Text-Based,306,49,0,RPG,Singleplayer
304290,Heroes Rise: The Hero Project,2014-06-17,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG,Indie;Choose Your Own Adventure;RPG,127,28,0,RPG,Singleplayer
297100,Beyond Space Remastered Edition,2014-06-18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Simulation,Action;Simulation;Adventure,55,110,75,Simulation,Singleplayer
300320,The Few,2014-06-18,Single-player;Steam Achievements;Steam Trading Cards,Strategy,Strategy;World War II,86,70,0,Strategy,Singleplayer
255260,Pro Cycling Manager 2014,2014-06-19,Single-player;Multi-player,Simulation,Simulation;Sports;Cycling,158,82,0,Simulation,Multiplayer
256390,MotoGP™14,2014-06-20,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports,Racing;Simulation;Sports,202,217,309,Sports,Multiplayer
260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,2014-06-25,Single-player,Adventure,Atmospheric;Historical;World War I,15650,709,569,Adventure,Singleplayer
216260,Don Bradman Cricket 14,2014-06-25,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie;Simulation;Sports,Sports;Simulation;Indie,444,52,0,Sports,Multiplayer
250760,Shovel Knight: Treasure Trove,2014-06-26,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Platformer;Pixel Graphics;Great Soundtrack,9334,332,611,Action,Multiplayer
255220,GRID Autosport,2014-06-26,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Racing;Sports,Racing;Sports;Simulation,4969,1610,417,Sports,Multiplayer
238090,Sniper Elite 3,2014-06-27,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Sniper;Action;Stealth,12737,3297,331,Action,Multiplayer
283230,Spoiler Alert,2014-06-30,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Adventure;Casual;Indie,Indie;Casual;Adventure,843,288,331,Adventure,Singleplayer
293840,Cult of the Wind,2014-06-30,Multi-player;Cross-Platform Multiplayer;Steam Workshop;Partial Controller Support;Includes level editor,Action;Indie,Indie;Action;Multiplayer,220,212,33,Action,Multiplayer
262240,SUGURI,2014-07-01,Single-player;Partial Controller Support;Steam Cloud,Action;Indie,Anime;Bullet Hell;Action,125,19,308,Action,Singleplayer
274010,Ship Simulator: Maritime Search and Rescue,2014-07-01,Single-player;Steam Achievements,Action;Simulation,Simulation;Action,47,46,0,Action,Singleplayer
284180,Magicians & Looters,2014-07-01,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Action;Adventure,96,12,402,Adventure,Singleplayer
297590,Monsters Ate My Birthday Cake,2014-07-01,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle,64,1,0,Adventure,Singleplayer
302790,Momodora III,2014-07-01,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Platformer,752,60,434,Action,Singleplayer
302910,The House,2014-07-01,Single-player,Action;Adventure;Indie,Horror;Indie;Action,34,60,0,Action,Singleplayer
303880,Triblaster,2014-07-01,Single-player;Steam Achievements;Steam Leaderboards,Indie,Indie;Retro;Arcade,10,18,0,Indie,Singleplayer
265170,Acceleration of SUGURI X-Edition HD,2014-07-01,Single-player;Multi-player;Partial Controller Support;Steam Cloud,Action;Indie,Anime;Action;Indie,176,37,530,Action,Multiplayer
268420,Aura Kingdom,2014-07-01,MMO;Steam Trading Cards,Adventure;Casual;Free to Play;Massively Multiplayer;RPG,Anime;Free to Play;MMORPG,5666,1533,92,Adventure,Multiplayer
291480,Warface,2014-07-01,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Action;Free to Play;Massively Multiplayer,Free to Play;FPS;Multiplayer,32751,14409,104,Action,Multiplayer
306490,Railroad Pioneer,2014-07-01,Single-player;Multi-player,Simulation;Strategy,Simulation;Strategy;Trains,87,62,0,Strategy,Multiplayer
279990,Bridge Constructor Playground,2014-07-02,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Casual;Indie;RPG;Simulation,Casual;Simulation;Indie,118,59,0,Simulation,Singleplayer
307560,Run For Rum,2014-07-02,Single-player,Strategy,Strategy,10,4,0,Strategy,Singleplayer
237310,Elsword,2014-07-02,Single-player;Multi-player;MMO;Co-op,Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG,Free to Play;Anime;RPG,4755,1511,54,RPG,Multiplayer
296770,Real Boxing™,2014-07-02,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Sports,Sports;Fighting;Simulation,659,408,442,Sports,Multiplayer
255960,Bad Mojo Redux,2014-07-03,Single-player,Adventure;Simulation,Adventure;Simulation;FMV,77,13,2,Adventure,Singleplayer
294660,Putt-Putt® Saves The Zoo,2014-07-03,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Casual,Family Friendly;Adventure;Casual,333,14,34,Adventure,Singleplayer
301990,School Bus Fun,2014-07-03,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual,Casual;Action;Time Management,52,25,0,Casual,Singleplayer
305070,FIST OF AWESOME,2014-07-03,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,184,116,4,Adventure,Singleplayer
305640,Shattered Planet,2014-07-03,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,RPG;Indie;Strategy,356,162,0,RPG,Singleplayer
306040,The Howler,2014-07-03,Single-player;Steam Trading Cards,Casual;Indie;Simulation;Strategy,Indie;Casual;Steampunk,1604,436,169,Casual,Singleplayer
311080,Echelon,2014-07-03,Single-player;Steam Trading Cards,Action;Simulation,Simulation;Action;Flight,44,62,664,Action,Singleplayer
311850,Zombie Solitaire,2014-07-03,Single-player;Steam Trading Cards;Steam Cloud,Casual,Casual;Card Game;Zombies,83,34,0,Casual,Singleplayer
11480,Soldiers: Heroes of World War II,2014-07-03,Single-player;Multi-player;Co-op,Strategy,Strategy;World War II;RTS,273,61,0,Strategy,Multiplayer
223490,Blockscape,2014-07-03,Single-player;Multi-player,Casual;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Sandbox;Open World,343,490,0,Casual,Multiplayer
304670,Aeon Command,2014-07-03,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Strategy,Strategy;Indie;Casual,275,70,215,Strategy,Multiplayer
306630,Civil War II,2014-07-03,Single-player;Multi-player,Simulation;Strategy,Strategy;Simulation;Historical,129,41,0,Simulation,Multiplayer
307130,Asteria,2014-07-03,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Action;Adventure;Indie,Indie;Adventure;Action,127,97,2908,Adventure,Multiplayer
275530,Z,2014-07-04,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Strategy,Strategy;Classic;Action,605,224,4274,Action,Singleplayer
285130,Battleplan: American Civil War,2014-07-04,Single-player;Steam Achievements;Steam Trading Cards;Stats,Casual;Simulation;Strategy,Strategy;Simulation;Casual,124,126,313,Simulation,Singleplayer
306680,Lexica,2014-07-04,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle,233,75,9,Casual,Singleplayer
308460,War in a Box: Paper Tanks,2014-07-04,Single-player;Steam Achievements;Steam Cloud,Indie;Strategy,Strategy;Tower Defense;Indie,131,53,38,Strategy,Singleplayer
310970,Legions of Ashworld,2014-07-04,Single-player,Indie;Strategy,Strategy;Indie;Turn-Based,20,8,0,Strategy,Singleplayer
252830,Claire,2014-07-07,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Horror;Indie;Adventure,217,94,0,Adventure,Singleplayer
270590,Long Night,2014-07-07,Single-player;Full controller support,Action;Adventure;Indie,Horror;Indie;Adventure,39,38,0,Adventure,Singleplayer
291390,Three Dead Zed,2014-07-07,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Indie;Action;Zombies,68,35,231,Action,Singleplayer
307070,Memories of a Vagabond,2014-07-07,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie;RPG,RPG;Indie;RPGMaker,920,196,197,RPG,Singleplayer
241240,Contraption Maker,2014-07-07,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Includes level editor,Casual;Indie;Simulation,Puzzle;Physics;Indie,959,92,150,Indie,Multiplayer
252750,MouseCraft,2014-07-08,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Adventure;Casual;Indie;Strategy,Indie;Casual;Puzzle,210,25,0,Casual,Singleplayer
281060,Reversion - The Meeting (2nd Chapter),2014-07-08,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,96,37,391,Adventure,Singleplayer
292910,Deponia: The Complete Journey,2014-07-08,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,Adventure,Adventure;Point & Click;Comedy,2552,359,262,Adventure,Singleplayer
312020,Bounders and Cads,2014-07-08,Single-player;Shared/Split Screen,Casual;Indie;Strategy,Strategy;Indie;Casual,3,4,0,Strategy,Singleplayer
278640,Terrian Saga: KR-17,2014-07-09,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,182,63,44,Adventure,Singleplayer
281840,4PM,2014-07-09,Single-player,Indie,Indie;Walking Simulator;Female Protagonist,74,155,0,Indie,Singleplayer
288060,Whispering Willows,2014-07-09,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Adventure;Indie,Adventure;Indie;Horror,782,167,213,Adventure,Singleplayer
302730,Namariel Legends: Iron Lord Premium Edition,2014-07-09,Single-player,Adventure;Casual,Adventure;Casual;Point & Click,72,15,0,Adventure,Singleplayer
305860,AutoTileGen,2014-07-09,Single-player,Design & Illustration;Utilities,Utilities;Design & Illustration,25,14,0,Design & Illustration,Singleplayer
307270,Super Lemonade Factory,2014-07-09,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Indie,Indie;Platformer;Pixel Graphics,23,19,0,Indie,Singleplayer
312900,Zoo Rampage,2014-07-09,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Action;Casual;Indie,Action;Indie;Casual,80,40,0,Action,Singleplayer
313740,Sakura Spirit,2014-07-09,Single-player;Steam Trading Cards,Sexual Content;Nudity;Indie,Anime;Visual Novel;Nudity,5905,1567,249,Nudity,Singleplayer
311800,Black Ice,2014-07-09,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG;Early Access,Early Access;Cyberpunk;RPG,356,21,0,RPG,Multiplayer
264560,Quest for Infamy,2014-07-10,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Adventure;Indie;RPG,Indie;Adventure;RPG,113,20,75,Adventure,Singleplayer
284870,9 Clues: The Secret of Serpent Creek,2014-07-10,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,887,95,306,Adventure,Singleplayer
298820,Millennium 2 - Take Me Higher,2014-07-10,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,RPG;Indie;Female Protagonist,36,7,482,RPG,Singleplayer
302650,Cyto,2014-07-10,Single-player;Steam Trading Cards,Casual;Indie,Indie;Casual;Puzzle,70,19,250,Casual,Singleplayer
302870,Stained,2014-07-10,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Action;Adventure;Indie,Indie;Action;Adventure,16,13,0,Adventure,Singleplayer
308330,Lost Chronicles of Zerzura,2014-07-10,Single-player,Adventure,Adventure;Point & Click;Puzzle,67,15,0,Adventure,Singleplayer
313020,Soul Gambler,2014-07-10,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Visual Novel;Adventure;RPG,2089,288,279,Adventure,Singleplayer
284200,Robot Rescue Revolution,2014-07-11,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Includes level editor,Casual;Indie,Indie;Casual;Puzzle,38,14,0,Casual,Singleplayer
286730,Gunship!,2014-07-11,Single-player,Action;Simulation,Simulation;Action,26,32,0,Action,Singleplayer
300360,Evil Pumpkin: The Lost Halloween,2014-07-11,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Casual;Adventure;Point & Click,53,30,0,Adventure,Singleplayer
302390,Necronomicon: The Dawning of Darkness,2014-07-11,Single-player,Adventure;Casual,Adventure;Casual;Lovecraftian,42,76,0,Adventure,Singleplayer
302970,Radiant Defense,2014-07-11,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Strategy,Strategy;Indie;Tower Defense,69,15,0,Strategy,Singleplayer
304500,Rooms: The Main Building,2014-07-11,Single-player;Steam Trading Cards;Steam Cloud,Casual;Indie,Casual;Indie;Puzzle,128,26,1,Casual,Singleplayer
311980,Isomer,2014-07-11,Single-player;Steam Achievements;Steam Cloud,Action;Indie;Strategy;Early Access,Early Access;Strategy;Indie,13,59,0,Strategy,Singleplayer
312300,Heroes Rise: HeroFall,2014-07-11,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG,Indie;RPG;Text-Based,118,10,0,RPG,Singleplayer
313960,Exodus,2014-07-11,Single-player,Adventure;Indie,Indie;Adventure;Platformer,13,12,0,Adventure,Singleplayer
271730,Light,2014-07-14,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;Strategy,Indie;Action;Strategy,192,138,231,Strategy,Singleplayer
286930,Crouching Pony Hidden Dragon,2014-07-14,Single-player;Shared/Split Screen,Action;Indie;RPG,Action;Indie;RPG,24,43,0,RPG,Singleplayer
293900,Pivvot,2014-07-14,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Indie;Action;Casual,205,19,0,Action,Singleplayer
299030,Blood: One Unit Whole Blood,2014-07-14,Single-player,Action;Adventure,FPS;Classic;Action,1025,110,0,Action,Singleplayer
299050,Blood II: The Chosen + Expansion,2014-07-14,Single-player,Action;Adventure,Action;Adventure;FPS,119,109,0,Adventure,Singleplayer
312220,Tales of Adventure 2,2014-07-14,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Adventure;Indie;RPG,Adventure;RPG;Action,15,28,0,Adventure,Singleplayer
312410,Defense Zone,2014-07-14,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Strategy,Strategy;Indie;Tower Defense,33,7,0,Strategy,Singleplayer
279920,Infinity Runner,2014-07-14,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Leaderboards,Action;Indie,Action;Indie;Werewolves,78,39,0,Action,Multiplayer
246720,Wayward Manor,2014-07-15,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Casual;Indie,29,50,0,Adventure,Singleplayer
277890,Shantae: Risky's Revenge - Director's Cut,2014-07-15,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Platformer;Female Protagonist;Metroidvania,849,129,393,Action,Singleplayer
313200,The Abbey,2014-07-15,Single-player,Adventure,Adventure;Point & Click,29,18,0,Adventure,Singleplayer
313210,Alpha Zylon,2014-07-15,Single-player,Action,Action;Masterpiece;Psychological Horror,82,51,0,Action,Singleplayer
313330,4x4 Dream Race,2014-07-15,Single-player,Racing,Racing,15,30,0,Racing,Singleplayer
313870,A Vampyre Story,2014-07-15,Single-player,Adventure,Adventure;Point & Click;Vampire,49,35,0,Adventure,Singleplayer
255070,Abyss Odyssey,2014-07-15,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Action;Platformer;Indie,1349,816,256,Action,Multiplayer
267730,Ground Pounders,2014-07-15,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Indie;Turn-Based Strategy,16,23,0,Strategy,Multiplayer
312150,Wild Warfare,2014-07-15,Multi-player;Cross-Platform Multiplayer;Steam Achievements,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Action,712,310,5,Action,Multiplayer
268850,EVGA Precision XOC,2014-07-16,Single-player;Steam Achievements,Utilities,Utilities;Software;Free to Play,1626,538,69,Utilities,Singleplayer
294280,Scooby Doo! & Looney Tunes Cartoon Universe: Adventure,2014-07-16,Single-player;Partial Controller Support,Action;Adventure;Casual,Action;Adventure;Casual,14,17,0,Adventure,Singleplayer
295850,Vlad the Impaler,2014-07-16,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;RPG,RPG;Visual Novel;Adventure,258,110,0,Adventure,Singleplayer
302110,Small Town Terrors Pilgrim's Hook Collector's Edition,2014-07-16,Single-player,Adventure,Adventure;Hidden Object;Point & Click,72,20,1,Adventure,Singleplayer
310070,The Nightmare Cooperative,2014-07-16,Single-player;Steam Trading Cards;Steam Leaderboards,Indie;Strategy,Strategy;Indie;Rogue-like,56,55,0,Strategy,Singleplayer
255420,Magic 2015 - Duels of the Planeswalkers,2014-07-16,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Strategy,Card Game;Strategy;Trading Card Game,1768,2225,1986,Strategy,Multiplayer
302590,Of Guards And Thieves,2014-07-16,Multi-player;Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor,Action;Casual;Free to Play;Indie;Massively Multiplayer;Early Access,Early Access;Action;Multiplayer,2432,424,91,Action,Multiplayer
303590,Hidden in Plain Sight,2014-07-16,Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Action;Casual,Local Multiplayer;Casual;Action,300,4,0,Action,Multiplayer
311040,Rulers of Nations,2014-07-16,Single-player;Multi-player,Strategy,Strategy;Simulation;Politics,63,74,0,Strategy,Multiplayer
260530,So Many Me,2014-07-17,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Indie;Action;Strategy,84,6,0,Strategy,Singleplayer
297290,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,2014-07-17,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Point & Click,167,38,0,Adventure,Singleplayer
303840,Point Perfect,2014-07-17,Single-player;Steam Achievements;Steam Trading Cards,Action;Casual;Indie,Casual;Action;Indie,125,52,55,Action,Singleplayer
304350,Wildlife Park 2,2014-07-17,Single-player;Steam Trading Cards,Casual;Indie;Simulation;Strategy,Simulation;Strategy;Casual,247,114,0,Strategy,Singleplayer
305490,Heileen 3: New Horizons,2014-07-17,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie;Simulation,Adventure;Visual Novel;Indie,48,22,0,Adventure,Singleplayer
306480,Wildlife Park 2 - Crazy Zoo,2014-07-17,Single-player;Steam Trading Cards,Casual;Indie;Simulation;Strategy,Strategy;Casual;Simulation,28,10,0,Simulation,Singleplayer
307770,Wildlife Park 2 - Horses,2014-07-17,Single-player,Casual;Indie;Simulation;Strategy,Simulation;Strategy;Indie,28,15,0,Strategy,Singleplayer
307900,Wildlife Park 2 - Marine World,2014-07-17,Single-player;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Strategy,Casual;Simulation;Strategy,22,8,0,Strategy,Singleplayer
307920,Wildlife Park 2 - Farm World,2014-07-17,Single-player;Steam Cloud,Casual;Indie;Simulation;Strategy,Casual;Simulation;Strategy,19,7,0,Strategy,Singleplayer
307930,Wildlife Park 2 - Dino World,2014-07-17,Single-player;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Strategy,Dinosaurs;Simulation;Strategy,36,25,0,Strategy,Singleplayer
307990,Wildlife Park 2 - Fantasy,2014-07-17,Single-player;Steam Cloud,Casual;Indie;Simulation;Strategy,Simulation;Casual;Strategy,39,44,0,Strategy,Singleplayer
313040,Pixel Hunter,2014-07-17,Single-player;Steam Cloud,Action;Adventure,Action;Adventure;Platformer,95,112,9,Adventure,Singleplayer
314280,The Forgotten Ones,2014-07-17,Single-player;Steam Achievements;Captions available;Partial Controller Support;Includes level editor;Includes Source SDK,Action;Adventure;Free to Play;Indie,Horror;Free to Play;Adventure,903,601,24,Adventure,Singleplayer
280890,Ghostship Aftermath,2014-07-18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support,Action;Adventure;Indie,Indie;Horror;Action,37,59,0,Action,Singleplayer
292620,Pressured,2014-07-18,Single-player;Steam Trading Cards,Indie,Indie;Puzzle;Casual,264,257,203,Indie,Singleplayer
302170,The Cameron Files: The Secret at Loch Ness,2014-07-18,Single-player,Adventure;Casual,Adventure;Casual;Point & Click,22,21,6,Adventure,Singleplayer
305010,Toxic Bunny HD,2014-07-18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,9,30,0,Adventure,Singleplayer
314290,Obludia,2014-07-18,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Arcade,32,33,0,Action,Singleplayer
314380,Lantern Forge,2014-07-18,Single-player;Steam Trading Cards,Adventure;Indie;RPG,RPG;Adventure;Sandbox,146,120,0,Adventure,Singleplayer
303910,Time of Fury,2014-07-18,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation;Strategy,Strategy;Simulation;World War II,15,11,0,Simulation,Multiplayer
248310,Freedom Planet,2014-07-21,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Platformer;Action;Great Soundtrack,3549,163,231,Action,Singleplayer
269890,AR-K,2014-07-21,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Point & Click;Female Protagonist,250,177,54,Adventure,Singleplayer
290260,Sokobond,2014-07-21,Single-player;Steam Achievements;Full controller support;Steam Cloud,Indie,Indie;Puzzle;Sokoban,289,24,28,Indie,Singleplayer
311860,Data Hacker: Initiation,2014-07-21,Single-player;Steam Trading Cards,Adventure;Indie;RPG;Simulation,RPG;Indie;Adventure,115,52,315,Adventure,Singleplayer
312970,My Ex-Boyfriend the Space Tyrant,2014-07-21,Single-player;Full controller support,Adventure,Adventure;Point & Click;Comedy,76,31,0,Adventure,Singleplayer
253150,Halfway,2014-07-22,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Action;Indie;RPG;Strategy,RPG;Strategy;Turn-Based,429,123,430,RPG,Singleplayer
274250,OlliOlli,2014-07-22,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Indie;Sports,Skateboarding;Indie;Sports,596,156,16,Sports,Singleplayer
308360,LogiGun,2014-07-22,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor,Casual;Indie,Indie;Casual;Puzzle,45,9,0,Casual,Singleplayer
307290,Velvet Sundown,2014-07-22,Multi-player;Co-op,Adventure;Casual;Free to Play;Indie;RPG,Free to Play;Multiplayer;RPG,1149,774,53,RPG,Multiplayer
290380,Micron,2014-07-23,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Includes level editor,Casual;Indie,Indie;Casual;Puzzle,141,4,0,Casual,Singleplayer
