appid,name,release_date,categories,genres,steamspy_tags,positive_ratings,negative_ratings,median_playtime,appid
431220,Porradaria 2: Pagode of the Night,2016-03-08,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,92,85,0,431220
438140,Star Realms,2016-03-08,Single-player;Multi-player;Cross-Platform Multiplayer,Strategy,Strategy;Card Game;Board Game,492,128,0,438140
379980,Panzermadels: Tank Dating Simulator,2016-03-09,Single-player;Steam Trading Cards,Adventure;Casual;Indie;RPG;Simulation,Memes;Anime;Dating Sim,1157,107,318,379980
397860,Carnivore Land,2016-03-09,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Action;Indie,Action;Indie;Zombies,16,2,0,397860
448010,RePete,2016-03-09,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Indie;Casual;Platformer,29,3,208,448010
448350,Case #8,2016-03-09,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Horror,112,78,204,448350
449520,Rush for gold: California,2016-03-09,Single-player;Steam Trading Cards,Casual;Strategy,Strategy;Casual,24,13,237,449520
451350,Tropical Fish Shop 2,2016-03-09,Single-player;Steam Trading Cards,Casual,Casual;Match 3;Hidden Object,13,6,224,451350
314180,Deathsmiles,2016-03-10,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Shoot 'Em Up;Bullet Hell;Arcade,276,7,688,314180
320040,Moon Hunters,2016-03-10,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie;RPG,RPG;Pixel Graphics;Indie,1458,440,794,320040
369990,"Gremlins, Inc.",2016-03-10,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop,Indie;Strategy,Board Game;Strategy;Card Game,3232,550,361,369990
385730,WWE 2K16,2016-03-10,Single-player;Multi-player;Co-op;Shared/Split Screen;Full controller support,Simulation;Sports,Sports;Fighting;Simulation,1725,1026,1024,385730
402040,The Guest,2016-03-10,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Indie;Adventure;Puzzle,340,89,0,402040
417900,"Upwards, Lonely Robot",2016-03-10,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie,Adventure;Indie;Casual,26,1,0,417900
437420,The Secret Order 3: Ancient Times,2016-03-10,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Casual;Adventure;Hidden Object,165,20,0,437420
443370,The Treasures of Montezuma 5,2016-03-10,Single-player,Casual,Casual;Match 3,58,24,0,443370
304190,Bloonz Toonz,2016-03-11,Single-player;Steam Leaderboards,Casual,Casual,1,3,0,304190
333100,Demesne,2016-03-11,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie;Simulation;Early Access,Early Access;Simulation;Indie,33,30,0,333100
357490,Astroloco: Worst Contact,2016-03-11,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,Adventure;Indie,Adventure;Indie;Point & Click,14,1,0,357490
366010,Generic Space Shooter,2016-03-11,Single-player;Full controller support,Action;Indie,Indie;Action;Space,26,10,0,366010
405440,Ares Omega,2016-03-11,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG,Action;Indie;RPG,7,7,333,405440
406720,Alekhine's Gun,2016-03-11,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure,Stealth;Adventure;Action,166,100,0,406720
416070,Mars 2030,2016-03-11,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,Strategy;RPG;Adventure,19,19,0,416070
442890,Magic Potion Explorer,2016-03-11,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;RPG;Strategy,RPG;Casual;Indie,39,34,0,442890
448790,Infinity Wings - Scout & Grunt,2016-03-11,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Casual;Indie,Action;Indie;Casual,27,16,204,448790
450290,Assault on Arnhem,2016-03-11,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Strategy,Strategy;World War II;Turn-Based,22,18,444,450290
451830,One way to exit,2016-03-12,Single-player;Steam Trading Cards,Action;Casual;Indie,Casual;Action;Indie,87,21,226,451830
444970,SPATIAL SOUND CARD,2016-03-13,VR Support,Audio Production;Utilities,Audio Production;Utilities,116,52,0,444970
263980,Out There Somewhere,2016-03-14,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Adventure;Indie,Platformer;Pixel Graphics;Indie,6180,459,121,263980
370280,Season of 12 Colors,2016-03-14,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie,Indie;Casual;Visual Novel,1360,85,796,370280
394970,DEADBOLT,2016-03-14,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Indie,Indie;Stealth;Pixel Graphics,2376,117,559,394970
435030,Lost Lands: Mahjong,2016-03-14,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Free to Play,Free to Play;Adventure;Casual,3769,309,23,435030
443940,Unknown Battle,2016-03-14,Single-player;Steam Trading Cards,Action;Adventure;Indie,Indie;Action;Adventure,186,429,376,443940
448000,Sparkle ZERO,2016-03-14,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Simulation,Indie;Action;Simulation,151,122,335,448000
449540,There's Poop In My Soup,2016-03-14,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Casual;Indie,Memes;Funny;Casual,3256,459,369,449540
454080,Burst,2016-03-14,Single-player;Steam Trading Cards;Partial Controller Support,Casual;Indie,Indie;Casual,17,16,275,454080
356040,Sheltered,2016-03-15,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;RPG;Strategy,Survival;Post-apocalyptic;Base-Building,2998,818,338,356040
420900,Mech Anarchy,2016-03-15,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Indie;Early Access,Early Access;Action;Indie,10,3,0,420900
435600,"My Tower, My Home",2016-03-15,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG;Strategy,Action;Indie;Strategy,19,10,0,435600
438350,Dynetzzle Extended,2016-03-15,Single-player,Casual;Indie,Indie;Casual;Puzzle,27,3,0,438350
449340,Serafina's Crown,2016-03-15,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Visual Novel,26,10,0,449340
451200,Candlelight,2016-03-15,Single-player;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,16,5,0,451200
453890,Black Rose,2016-03-15,Single-player;Partial Controller Support,Adventure;Free to Play;Indie,Horror;Free to Play;Indie,556,123,0,453890
352050,Chesster,2016-03-16,Single-player;Steam Trading Cards,Indie;Simulation,Indie;Simulation;Chess,14,5,0,352050
370490,ASCII Attack,2016-03-16,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Bullet Hell,31,8,0,370490
387400,C.R.E.E.P.S,2016-03-16,Single-player;Steam Achievements,Action;Indie;Strategy,Strategy;Action;Indie,4,16,4,387400
436390,Prison Run and Gun,2016-03-16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Retro,288,27,0,436390
438820,Hyper Box,2016-03-16,Single-player,Indie,Indie;Platformer;Difficult,36,8,0,438820
439920,Royal Heroes,2016-03-16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards;Includes level editor,Casual;Indie;RPG;Strategy,Casual;Indie;RPG,197,54,377,439920
446380,Sophie's Curse,2016-03-16,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Simulation,Indie;Horror;Casual,316,59,257,446380
448400,Hidden Object 6-in-1 bundle,2016-03-16,Single-player;Steam Trading Cards,Casual,Casual;Hidden Object;Point & Click,82,17,0,448400
448540,Terror Lab,2016-03-16,Single-player,Adventure;Indie,Indie;Adventure;Psychological Horror,43,24,0,448540
453340,Hustle Cat,2016-03-16,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Visual Novel;Casual,697,44,5,453340
454130,Nil-Ninjahtic: Ronin,2016-03-16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Platformer,21,5,0,454130
413480,101 Ways to Die,2016-03-17,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie;Strategy,Casual;Strategy;Action,28,6,0,413480
420850,Cosmic Leap,2016-03-17,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Indie;Action,82,30,0,420850
441680,Obscuritas,2016-03-17,Single-player;Steam Achievements,Adventure,Adventure;Horror;Puzzle,106,49,0,441680
443020,Victory and Glory: Napoleon,2016-03-17,Single-player,Strategy,Strategy;Historical;Wargame,62,17,0,443020
444180,Techwars Online,2016-03-17,Single-player;Multi-player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Indie;Massively Multiplayer;Strategy,Strategy;Massively Multiplayer;Indie,76,37,0,444180
445210,Tiny Knight,2016-03-17,Single-player;Steam Achievements;Full controller support,Adventure;Casual;Indie,Adventure;Indie;Casual,12,3,0,445210
447970,Envoy,2016-03-17,Single-player;Steam Trading Cards,Action;Casual;Indie;Simulation,Action;Indie;Casual,79,19,276,447970
448980,The Divergent Series: Allegiant VR,2016-03-17,Single-player;VR Support,Adventure;Casual;Free to Play,Free to Play;Adventure;Casual,61,34,0,448980
96100,Defy Gravity Extended,2016-03-18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Action;Casual;Indie,Platformer;Indie;Puzzle,7553,1224,186,96100
341270,Samphi,2016-03-18,Single-player;Steam Trading Cards;Steam Cloud,Indie;RPG;Early Access,Early Access;RPG;Indie,14,10,0,341270
368150,Rising Angels: Hope,2016-03-18,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,18,4,0,368150
397090,Wind Child,2016-03-18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,Adventure;RPG;Indie,57,13,0,397090
418190,Helen's Mysterious Castle,2016-03-18,Single-player;Full controller support;Steam Trading Cards,Casual;Indie;RPG,RPG;Indie;Casual,513,31,287,418190
424830,Bell Ringer,2016-03-18,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Indie;Action;Platformer,97,309,205,424830
428410,PRiO,2016-03-18,Single-player;Steam Achievements;Full controller support;Includes level editor,Action;Adventure;Indie,Action;Indie;Adventure,25,3,0,428410
436480,Soup: the Game,2016-03-18,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards,Action;Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Action,25,15,4,436480
448530,Square's Route,2016-03-18,Single-player,Indie,Indie;Puzzle,40,6,0,448530
449040,Jesus Christ RPG Trilogy,2016-03-18,Single-player;Partial Controller Support;Steam Cloud,Free to Play;RPG,Illuminati;Memes;Psychological Horror,1043,201,307,449040
449200,Calcu-Late,2016-03-18,Single-player;Steam Trading Cards,Adventure;Indie;RPG,Indie;Adventure;RPG,172,124,219,449200
451130,Khan: Absolute Power,2016-03-18,MMO;In-App Purchases;Valve Anti-Cheat enabled,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Action;Adventure,86,75,0,451130
451670,War Birds: WW2 Air strike 1942,2016-03-18,Single-player;Steam Trading Cards;Partial Controller Support,Action;Casual;Indie;Simulation;Strategy,Simulation;Action;Casual,37,26,0,451670
453510,One Man Is Not No Man,2016-03-18,Single-player,Action;Indie,Indie;Action;Medieval,26,3,0,453510
454190,Cubicolor,2016-03-18,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle,114,11,0,454190
454670,Piggy Princess,2016-03-19,Single-player;Steam Trading Cards,Action;Casual;Indie,Action;Indie;Casual,25,23,256,454670
453350,Vaccine War,2016-03-20,Single-player;Full controller support;Commentary available,Action;Adventure;Indie,Action;Indie;Adventure,20,8,0,453350
299910,Forgotten Myths CCG,2016-03-21,Single-player;Multi-player;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,36,32,0,299910
387340,Hyperdimension Neptunia U: Action Unleashed,2016-03-21,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,Anime;Hack and Slash;Female Protagonist,2394,176,469,387340
388210,Day of the Tentacle Remastered,2016-03-21,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Commentary available,Adventure,Adventure;Point & Click;Classic,2404,73,237,388210
431450,Alchemist's Awakening,2016-03-21,Single-player;Multi-player;Co-op;Online Co-op;Steam Trading Cards;Steam Workshop;Includes level editor,Action;Indie;Early Access,Early Access;Indie;Action,232,59,119,431450
432180,Discouraged Workers TEEN,2016-03-21,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Indie;Adventure;Visual Novel,27,6,0,432180
453390,Dark Parables: The Little Mermaid and the Purple Tide Collector's Edition,2016-03-21,Single-player;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Hidden Object,21,1,0,453390
453740,Spaceman Sparkles 3,2016-03-21,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Action;Space;Cute,24,2,0,453740
454430,Crystal Chip Collector,2016-03-21,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Pixel Graphics,3,8,0,454430
455490,"Don't Die Dateless, Dummy!",2016-03-21,Single-player;Steam Achievements;Stats,Adventure;Indie;Simulation,Simulation;Adventure;Indie,40,27,0,455490
317320,Nelly Cootalot: The Fowl Fleet,2016-03-22,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,139,9,0,317320
366180,Disposable Heroes,2016-03-22,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie,Adventure;Indie;Action,50,27,515,366180
367140,Wish Project,2016-03-22,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Bullet Hell,40,3,0,367140
402430,Out of the Park Baseball 17,2016-03-22,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop,Indie;Simulation;Sports;Strategy,Sports;Strategy;Simulation,568,52,0,402430
406170,Vortex: The Gateway,2016-03-22,Single-player;Steam Achievements;Full controller support;Captions available,Action;Adventure;Indie,Survival;Adventure;Action,204,143,0,406170
418250,Polaris Sector,2016-03-22,Single-player,Simulation;Strategy,Strategy;Simulation;4X,245,101,0,418250
444770,Mimpi Dreams,2016-03-22,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Cute,311,22,87,444770
446780,AMOK,2016-03-22,Single-player,Action;Adventure;Indie,Action;Indie;Adventure,70,98,264,446780
447850,The Next Door,2016-03-22,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Indie;Adventure;Casual,340,341,270,447850
450120,Capitalism Plus,2016-03-22,Single-player;Multi-player,Simulation;Strategy,Simulation;Strategy;Capitalism,44,10,0,450120
450140,Seven Kingdoms: Ancient Adversaries,2016-03-22,Single-player,Strategy,Strategy;RTS,57,1,0,450140
453790,Candice DeBébé's Incredibly Trick Lifestyle,2016-03-22,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Adventure;RPG;Indie,113,23,0,453790
317280,Solstice,2016-03-23,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,Indie;Adventure;RPG,114,32,0,317280
375450,NOBUNAGA'S AMBITION: Sphere of Influence - Ascension / 信長の野望･創造 戦国立志伝,2016-03-23,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Historical;Grand Strategy,331,243,0,375450
411750,Brick Inventions,2016-03-23,Single-player;Multi-player;Steam Achievements;Stats,Indie;Simulation,Indie;Simulation;Sandbox,37,10,0,411750
427510,Way of the Samurai 3,2016-03-23,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure;Character Customization,206,59,815,427510
431230,Tiny Guardians,2016-03-23,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Indie;Strategy,Indie;Strategy;Adventure,98,24,221,431230
433670,Professional Farmer 2017,2016-03-23,Single-player;Steam Achievements;Full controller support,Simulation,Simulation,63,116,0,433670
448470,Bacteria,2016-03-23,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Casual;Indie;Puzzle,154,124,368,448470
449060,Cellar,2016-03-23,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Indie;Casual;Pixel Graphics,113,25,23,449060
453980,Airstrike HD,2016-03-23,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie,Indie;Casual;Arcade,185,154,354,453980
455440,Spell Fighter VR,2016-03-23,Single-player;VR Support,Action;Adventure;Indie;RPG,Action;Adventure;RPG,244,86,0,455440
337720,The Sea Will Claim Everything,2016-03-24,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,144,3,0,337720
351940,The Descendant,2016-03-24,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Adventure;Casual;Indie,Adventure;Casual;Point & Click,2071,305,247,351940
369070,Slain: Back from Hell,2016-03-24,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Pixel Graphics;Indie,957,399,201,369070
370770,Holodrive,2016-03-24,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Indie,766,184,203,370770
375900,Trackmania® Turbo,2016-03-24,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support;Includes level editor,Massively Multiplayer;Racing,Racing;Level Editor;Arcade,742,441,8159,375900
389170,A Lenda do Herói - O Herói desta Canção,2016-03-24,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Great Soundtrack;Indie,858,79,342,389170
393770,Benji Challenges,2016-03-24,Single-player;Full controller support,Action;Adventure,Action;Adventure;Platformer,3,5,0,393770
400020,Atari Vault,2016-03-24,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Adventure;Casual;Racing;RPG;Sports;Strategy,Retro;Classic;Arcade,331,78,75,400020
418950,DreadOut: Keepers of The Dark,2016-03-24,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Nudity;Violent;Gore;Adventure;Indie,Horror;Female Protagonist;Indie,412,102,159,418950
421120,Samorost 3,2016-03-24,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Puzzle;Point & Click,1888,98,515,421120
424370,Wolcen: Lords of Mayhem,2016-03-24,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Action;Adventure;Indie;RPG;Early Access,Early Access;Hack and Slash;RPG,2787,1306,4436,424370
432280,BattleStorm,2016-03-24,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Shoot 'Em Up;Action;Arcade,42,12,235,432280
432380,Hydra Slayer,2016-03-24,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,RPG;Strategy,Strategy;RPG;Rogue-like,18,2,0,432380
433000,Lost Lands: The Golden Curse,2016-03-24,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual,Adventure;Casual;Hidden Object,366,19,0,433000
434000,Paws: A Shelter 2 Game,2016-03-24,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,356,40,0,434000
441670,Jelly Killer,2016-03-24,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie,Action;Indie;Casual,145,38,223,441670
445230,Lost girl`s [diary],2016-03-24,Single-player;Steam Achievements,Free to Play,Free to Play;Visual Novel;Anime,735,164,4,445230
447780,LostWinds,2016-03-24,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Platformer;Casual,232,42,0,447780
448080,Fibbage XL,2016-03-24,Local Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud,Casual;Indie;Strategy,Strategy;Casual;Indie,83,6,0,448080
456660,Slime & Friends,2016-03-24,Single-player;Steam Trading Cards,Casual,Casual;Adventure;Rogue-like,21,30,276,456660
273800,Forestry 2017 - The Simulation,2016-03-25,Single-player;Steam Achievements;Partial Controller Support;Stats,Simulation,Simulation,39,57,0,273800
297450,Zombies on a Plane,2016-03-25,Single-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Zombies,99,69,0,297450
393820,At the Mountains of Madness,2016-03-25,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;Early Access,Early Access;Adventure;Action,21,31,0,393820
397100,MachineCraft,2016-03-25,Single-player;Multi-player;Steam Workshop,Free to Play;Indie;Simulation;Early Access,Early Access;Free to Play;Building,644,207,11,397100
397390,Space Food Truck,2016-03-25,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Turn Notifications,Indie;Strategy,Strategy;Indie;Card Game,116,45,0,397390
403850,Sky To Fly: Faster Than Wind,2016-03-25,Single-player;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;Racing;Simulation;Sports,Action;Adventure;Racing,72,33,0,403850
412460,Villagers,2016-03-25,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Strategy;Simulation;City Builder,144,130,0,412460
417840,Mysterious Castle,2016-03-25,Single-player,Adventure;Casual,Adventure;Casual;Point & Click,2,10,0,417840
431180,WolfQuest,2016-03-25,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;RPG;Simulation,Simulation;RPG;Survival,959,121,0,431180
439440,Of Carrots And Blood,2016-03-25,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support,Action;Casual;Indie,Indie;Casual;Action,68,22,0,439440
447990,Spectrubes,2016-03-25,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Indie,Indie;Adventure;Difficult,12,6,0,447990
451920,Thorne - Death Merchants,2016-03-25,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,RPGMaker;Action;Adventure,167,32,0,451920
453680,MiniGolf Mania,2016-03-25,Single-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,Casual;Sports,Sports;Casual;Mini Golf,36,16,0,453680
454570,I Am Caligula,2016-03-25,Single-player;Steam Trading Cards,Indie;RPG;Simulation;Strategy,Indie;Strategy;RPG,33,20,0,454570
455110,Pertinence,2016-03-25,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Action;Adventure,24,9,0,455110
455970,Nokori,2016-03-25,Single-player;Steam Trading Cards,Casual,Casual;Clicker;Visual Novel,22,20,0,455970
300060,ADR1FT,2016-03-28,Single-player;Steam Achievements;Full controller support;VR Support,Adventure;Indie,Adventure;Space;Indie,779,601,0,300060
330770,Radial-G : Racing Revolved,2016-03-28,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;VR Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Racing,Racing;VR;Sci-fi,110,29,0,330770
372000,Tree of Savior (English Ver.),2016-03-28,MMO;Steam Trading Cards;In-App Purchases;Partial Controller Support;Valve Anti-Cheat enabled,Free to Play;Massively Multiplayer;RPG,MMORPG;Massively Multiplayer;Free to Play,9323,5897,760,372000
373480,1993 Space Machine,2016-03-28,Single-player;Local Co-op;Steam Achievements;Full controller support,Action;Indie,Shoot 'Em Up;Action;Indie,97,60,0,373480
377570,Space Drifters 2D,2016-03-28,Single-player;Shared/Split Screen;Steam Trading Cards;Partial Controller Support,Indie,Indie;2D;Space,25,9,0,377570
402260,Dead Secret,2016-03-28,Single-player;Steam Achievements;Full controller support,Adventure;Indie,Adventure;Indie;Psychological Horror,332,75,0,402260
427660,NightCry,2016-03-28,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Horror,128,87,0,427660
448660,Shake Your Money Simulator 2016,2016-03-28,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation,Indie;Simulation;Memes,433,253,245,448660
450110,Amigdala,2016-03-28,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud,Action;Adventure;Indie,Adventure;Indie;Action,74,33,0,450110
450650,Polyology,2016-03-28,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie,Indie;Sokoban;Puzzle,20,1,0,450650
455080,Awakening: The Redleaf Forest Collector's Edition,2016-03-28,Single-player;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Hidden Object,4,1,0,455080
455230,Bazaar,2016-03-28,Single-player;Full controller support;VR Support;Steam Cloud,Indie;Strategy,Indie;Strategy;VR,10,3,0,455230
456450,Jaunt VR - Experience Cinematic Virtual Reality,2016-03-28,VR Support,Utilities,Utilities,19,22,0,456450
457530,My Lady,2016-03-28,Single-player;Steam Achievements;Captions available,Casual;Indie;Simulation,Casual;Indie;Simulation,105,24,0,457530
265000,FORCED SHOWDOWN,2016-03-29,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;RPG;Strategy,Indie;Action;RPG,478,77,822,265000
351630,Fire With Fire Tower Attack and Defense,2016-03-29,Multi-player;Steam Achievements,Casual;Free to Play;Indie;Strategy;Early Access,Early Access;Free to Play;Tower Defense,102,104,0,351630
407690,R.B.I. Baseball 16,2016-03-29,Single-player;Multi-player;Full controller support;Steam Cloud,Sports,Baseball;Sports,41,57,0,407690
409660,Angry Video Game Nerd II: ASSimilation,2016-03-29,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Indie;Adventure,498,51,0,409660
428190,MadOut Open City,2016-03-29,Single-player;Shared/Split Screen;Full controller support,Action;Indie;Racing;Simulation;Sports,Racing;Action;Open World,102,153,0,428190
